text; label; domain
Hp yang Sangat krenn, cameranya bagus, tampilan nya Elegan dan super hight class, sentuhan nya lembut  sekali dan Royal class..!! Manteeeb; 1; tech; -
Hp dateng sesuai pesanan dan mendarat dengan selamat . Hpnya  keren baget .Beli hp buat hadiah istri . Biar tambah disayang . Dan istriku suka banget . Makin tambah lengket deh istriku  .  Xiaomi redmi 9 emang keren banget . Makish  xiaomi official store & shopee; 1; tech; -
Camera hp ini seperti ini guy..... Vidio hasil rekaman nya kayak Gini guyyy Kamu bisa liat sendiri deeee Enggak kecewa deee guyyy kamu beli hp seperti ini murah meriah lagi; 1; tech; -
Terimakasih Xiaomi. Packing cepat & aman dgn bubble wrap. Cek fungsi semua baik,sangat Worth it dgn harga ga sampai 2 jt saya bisa berikan fasilitas untuk keperluan anak saya sekolah. Pengiriman jg mantul hanya 24jam. Kurangnya cuma 1 tidak dapat headset dlm bundling x ini.; 1; tech; -
Alhmdlh hp ny sdh ditrma dgn kndsi baik.packing aman krn diksh kardus lg,kndsi msh segel.lngkp,bku panduan,krtu grnsi resmi tam,n soft cover bening,charger,cm gadpt handfree.pngrmn hr ini trf bsk dtg.iktn  promo launcing dishopee,produk br.16 july 20,tuk hadiah anku,seneng bgtt ankku.smga awet.😘; 1; tech; -
Maaf baru bisa review. Tadinya mau cari redmi note 8 tp soldout. Lihat xiaomi lg lauching hp ini langsung beli aja eh jodoh dh.   Barang diterima dlm keadaan baik dan aman. Sdh semua di tes hp nya lancar jaya. Pake maen game berat pubg, pes, NFS, freefire, DLS, lancar. Baterai awet bangett..👍🏻👍; 1; tech; -
Baguss gridwallnya kawat tebel, packing aman pk bubble wrap, yg lainnya tanaman dan lampu packing terpisah pk bubble wrap jg. Dan pesanan lengkap. Makasih :); 1; acc; -
sampai dengan cepat, barang lengkap, gak ada damage, aman tentram sejahtera 👍🏻 baterai gak include ya gaes; 1; acc; -
Ternyata pake batu batre, bukan di colokin, terus lampung cuma ada 10 biji jadi pendek lampunya. Tapi ya mayan belum di coba nyala apa engga. Tapi gak papa makasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh; 1; acc; -
Pengiriman cepet banget, check out kemarin sore, malemnya dikirim trs skrg udh smpe. Barang bagus, gaada yang cacat. Cuma plastik kemasan lampunya agak sobek dikit. Overall bagus, lampunya nyala semua dan terang. Thx; 1; acc; -
Produk sangat bagus, menyala sempurna hanya tutup untuk naruh baterai mudah rapuh dan tadi pas ngebukanya langsung patah😂 but sesuai pesanan dan sampainya cepat; 1; acc; -
Ternyata pake battery dong, kirain nyolok listrik.. tp gpp aku lebih seneng yg pake battery.. bagus barangnya, thank you so much🙏🏻🙏🏻; 1; acc; -
Sukaaaaa, sekarang kamar aku mulai dikit dikit jadi aesthetic guyss wkwk gaa nyalain lampu lagi karna ada diaa, pokonyaa mantep dehh, kamar aku jg lebih mantuuuulllllll; 1; acc; -
Bangussss banget sukak cepat bangett sampai nyaaa baru kemarin pesan besok nya langsung sampai sukaaa banget lampu nyalaaa semuuaahhh sukaaaakk; 1; acc; -
Sukaaaaa bangeeeetttt lampunyaaaaa...keknya sih lumayan kokoh juga, gak kek yang warna warni, kabelnya juga bagus terlihat kuat.; 1; acc; -
Alhamdulillah sudah sampai barangnya.. terima kasih kak 🙏 lampunya lucu banget otomatis ada penjepit nya untuk foto.. ❤️❤️ suka sukaa 😍😍 recomended nih buat hiasannya..; 1; acc; -
Pengirimannya cepat, produknya sesuai, lampunya ada yang lepas tapi masih bisa di perbaiki Terima kasih; 1; acc; -
belom sempet nyoba nyalain. tapi alhamdulillah barangnya sampe dengan selamat gada yg pecah.. moga awet dan berguna; 1; acc; -
Alhamdulillah pesanan sampai dengan selamat, bagus banget, bisa buat dekor kanar juga, mempercantik kamar, pengemasan emang lumayan lama sih, tapi gapapa.... Syukron, Jazakillahu khairan...; 1; acc; -
Suka banget sama produknya, dikiranya mesti colok listrik ternyata cuma perlu pakai baterai untuk menghidupkannya. Sesimpel ituuuuu. Praktis. Packagingnya rapih dan aman. Barangnya sampai dgn selamat hidup semua lampunya; 1; acc; -
Tas sangat bagus tidak ada cacat,lampu bulat ny bagus nyala dan tidak tidak,pouch ny juga bagus ,lampu dekorasi nya juga nyala dengan baik; 1; acc; -
Lampunya sampe skrg blm dibuka, semoga aja pas dibuka dan dinyalain lampunya ga ada konslet sama sekali aamiin; 1; acc; -
Sudah di coba lampunya hidup semua, bagus, tapi tidak kedip-kedip ,saya kita bisa dipencet" jadi kedip" kaya lampu tumbler; 1; acc; -
Kualitas produk sangat baik. Lampu dapat berfungsi dengan baik. Ada penjepitnya jadi bisa dipakaj utk pasang foto. Sangat suka sangat suka; 1; acc; -
salah fokus aku pikir pake listrik . eh pake batre. tpi oke barangnya 😎; 1; acc; -
Barangnya lumayan bagus,tpi ukuran nya terlalu kecil tapi terimakasih 🙏; 1; acc; -
Karena PO harus sabar nunggu 2 minggu baru sampai rumah... Barangnya bagus, menyala dengan baik, cuma ada 1 jepitan yg agak geser.. Tp masih bisa dibenahin.. ; 1; acc; -
Terima kasiih, pengiriman cepat dan aman (sudah dibungkus bubble wrap), tetapi saya yang kurang teliti ternyata pakenya baterai bukan yang nyambung stopkontak.. Tapi bagus kok, malah jadi portable dong, bagus buat surprise!; 1; acc; -
* Tombol on off rusak.. * Lempengan tempat batu batere pada karatan..hampir pada lepas.. * Pada saat isi batu batere, susah sekali masukkinnya..jadi harus dipaksa; 0; acc; -
beli 2 konektor penghubung bermasalah semua baru mau dipasang kedap kedip lama2 rusak ga nyala padhal baru sehari; 0; acc; -
Pas dipasang ujung tembaga rapuh banget jd kayaknya patah dan gak nyambung listriknya.. apakah bs di service atau ditukar ??? Jd gak kepake soalnya kedua sisi sama penyakitnya..; 0; acc; -
Pengen kasih bintang 5 krn keren, tp cuma bs nyala semalem. Paginya mati dan klo mau nyalain haris dipegangin konektor nya. Balikin k shope ware house dah lamaaa bgt, mereka blg nyala (tp ga kasih bukti video / foto), lalu mereka kirim balik ke rumah malah ga bs nyala sama sekali; 0; acc; -
1. Barang BAGUS, tapi ga ada manual book buat pasang LED,  terutama utk pairing ke aplikasi 2.  Connector salah satu sisi ga nyala (sisi satu nya aman), saya ga mau ganti barang krn harus bayar ongkir balik & ngurus" ke jasa pengiriman 3. double tape bawaan ga lengket 4. Tapi pas nyala LED bagus.; 0; acc; -
Produk deli 👍 tapi SDM nya tdk profesional Salah kirim pesanan udah diajukan refund (memang nominalnya tdk seberapa tp kalo dihitung udah banyak komplain pembeli yg senada & ga ada balasan dr penjual), dichat balas lama sekali & tdk ada kelanjutan Sementara ⭐1 dulu sampe ada tanggapan; 0; acc; -
BARANG DIKIRIM GA LENGKAP, ADA 2 ITEM YG GA DIKIRIM. KOMPLEN GA DITANGGAPI. CHAT CS SHOPEE JUGA GA NGEBANTU. PENGIRIMAN JUGA LAMA. HAMPIR 1 BULAN SEJAK BAYAR BARU DIKIRIM. GA LAGI2 BELANJA DSINI. KAPOK!! PADAHAL SHOPEE MALL, TP SERVICE BURUK!! GA BAKAL BERKAH DUITNYA!!; 0; acc; -
produk tidak otentik , lebih baik mahal dengan kualitas baik dr pada tercantum diskon ttp barang tidak bagus, non rekomendasi!!; 0; acc; -
produk sudah baik. hanya saja kekecilan kalung untuk anak TK 👎; 0; acc; -
Saya mau tanya kenapa mainan kalungnya bisa berubah jadi hitam atau pudar? Harusnya tetep warna gold karena ada lapisan emasnya. Apa kalung yg dikirim k saya palsu? Sedangkan kalung suami saya sudah hampir 3 bulan masih bagus warnanya dan bahkan gak luntur. Saya tunggu niat baiknya untuk meresponnya; 0; acc; -
Punyaku kok pas didemokan kaya di mnc pake betadine tidak berubah sama sekali airnya, tolong konfirnya, aku selama belanja di shoope barusan loh kasi bintang serendah ini, kecewa la aku apalagi ini shoope mall loh, kalau aku yg mau pake pun ga masalah tapi ini yg mau pake mamaku :( tolong lah; 0; acc; -
Pengemasannya engga bgt deh cuma pakai plastik transparan gtu kliatan dalemnya, kaya beli barang yg gocengan kan khawatir, maaf yah lain kali tolong perhatikan soalnya baru kali ini saya belanja online pengemasannya engga bgt.; 0; acc; -
Awalnya sya yakin klo kalung ini asli.dan saya tidak meragukan nya LG..setelah 3hari kemudian sya niat mau coba tes kalung yg saya beli dengan air betadine.ko pas di coba air nya tidak berubah warna ya...tidak bening..sedangkan yg sya lihat di iklan tv itu yg asli langsung berubah menjadi bening..; 0; acc; -
Barang sudah diterima, Asli atau Palsu masih tanda tanya, kalo tester pakai tetesan Betadin, ternyata nggak perlu pakai kalung Al Attar juga bisa, Batu Koral biasa pun warna air jadi putih, nggak bisa jadi pedoman seperti yg ada di TV.; 0; acc; -
Gimana sih kok copot-copot gitu, terus kirim nya lama banget Yang rantai pendek lagi; 0; acc; -
Pesan 2 barang 1 kalung dan 1 anting, Eh di kirim cuma 1 kalung aja. Ketika protes minta waktu buat kirim lagi, Ternyata bukan nya anting yang di kirim malah kalung lagi yang di kirim. INI TIDAK DI REKOMENDASIKAN !! SEPERTINYA EMANG GAK NIAT JUALAN, kepuasan konsumen di kesampingkan. Sangat jelek!; 0; acc; -
Saya langganan di toko ini, udah 4x beli disini. Sekarang saya kasih bintang 2, karna udah 2x penjual asal2an kirim pesanan. Beli cincin size 15mm dikirim 18mm, beli lg cincin size 18mm dikirim size 15mm. Memang bisa return, tapi harus ongkir lagi, sedangkan itu pesanan tetangga. Mengecewakan..; 0; acc; -
Saya kecewa banget pas barang sampai di rumah SALIB TUHAN YESUS KRISTUS nya copot. Tolong dong SALIB TUHAN YESUS KRISTUS nya di LEM biar tidak mudah copot.; 0; acc; -
Pengiriman cepat tapi strapnya bukan emas seperti klaim nya. Dipakai bikin gatal walau bandulnya lumayan; 0; acc; -
Bagus sekali anting nya. Walau pengiriman agak lama 🙏🏽🙏🏽🙏🏽 terima kasih baru sehari pake anting nya menghitam 😑😑😑; 0; acc; -
Produk baguss.. sesuai foto dan tidak ada yg patah .. ada satu pesanan saya yg tidak dikirm, produk yg dikirim beda ini ke 2 kalinya saya pesan ada kesalahan  Saya pesan anting tusuk varian silver tapi yg dikirim anting mutiara bulat” ..🥺; 0; acc; -
Ni barang ga bs dipake lalu saya ajuin pengembalian dana. Batas pengiriman barang sampe tgl 22 Maret 2020 dan saya br sempat ngirim barangnya tgl 21 Maret 2020 stlh tu saya liat pengajuan pengembalian dana dibatalin dan dianggap selesai. Saya ikhlasin uang segitu, lain kali dicek dl barangnya yg mo dikirim; 0; acc; -
Bahan lunak,  baru dibuka antingnya langsung patah; 0; acc; -
barang uda sampai . pengiriman cpt. walaupun lagi diskon, ini saya beli bayar ongkir loh , ongkirnya hampir setara dengan barangnya . tapi kenapa yang dikirim barang cacat?? penyot gini gimana saya mau berikan ke orang??? jauh dari kata realpict. kecewa; 0; acc; -
Yg 1 ga kenceng. Jd copot2 gt alhasil gadipake😣; 0; acc; -
Bagus sih berkilau , cuman sempit banget kalo mau masukin ke lubang kuping nya .. jadi harus dibengkokin dlu tp keseringan dibengkokin yg ada malah cepat patah .; 0; acc; -
Saya kira ada surat-suratnya dan juga disertai pengemasan yabg rapi, ternyata jauh dari ekspetasi, hanya di masukan kedalam plastik kecil. yah namanya juga murah; 0; acc; -
Bagus sih pas dtg barangnya, pengeriman juga cepat, tapi sayang antingnya ada yg cacat . So far oke lah :) *buat masukan aja barangnya di double check pada saat mau di packing :); 0; acc; -
Agak kecewa dr 5 barang yg dibeli hanya ini yg gak dpt krn sold out.  Diganti dengan barang yg ternyata kurang bagus modelnya setelah tiba.; 0; acc; -
Mudah bengkok besinya ketika dtusukkan, saya takut akan patag nantinya ketika dpakai berkali2, dan sygnya bahan bkn titanium jd tdk bisa dipakai mandi, hrs copot pasang tiap x olahraga, tidur dan mandi. Namun kilau swaroskinya bagus kok.; 0; acc; -
Biasa aja c barangnya..  aku cm tekuk dikit aja bagian antingnya bs lenyot dgn mudah😂😂😂😂😂 apa kekuatan aku ky hulk x ya... tp untung beli dgn hrg disc... bersyukur aja.  Cm modelnya c okeed; 0; acc; -
beli pas 12.12, pas mau masukkin penutup antingnya tau2 macet. gmn y..; 0; acc; -
Bagus sih sebenernya,cuma sayang kait anting pada copot jadi gak bisa di pake sama sekali; 0; acc; -
Be smart buyer. Ketika paket sudah diterima, jgn langsung dikonfirmasi penerimaan barang. Ttpi buka dahulu pastikan barang yg dikirim penjual sesuai pesanan kita. Kalo tdk sesuai kita bisa ajukan barang atau ajukan dana. Jgn sampai kita rugi. Terkadang ada penjual yg tidak teliti/ bisa jg tdk amanah; 0; acc; -
Gak ada besi gantungannya, tapi udah ada bolongannya, penjual kurang teliti sebelum mengirim; 0; acc; -
Sy kecewa dengan respon seller yg sgt lambat. Dan kerjasama kurang. Cuma mw ganti costum segera stlh ceck out aja ga bisa. Sak klek. Di mall aja barang sudah dibeli boleh tuker. Next sy ga mau belanja disini lagi. Meskipun barang bagus, tapi klo respon dan kerjasama seller kurang, buat apa..; 0; acc; -
maaf bintangnya dikurangi soalnya retak, mungkin karena pengiriman, tapi kalau semisal bubble wrapnya lebih tebel mungkin ngga akan retak kayak gini (karena jujur aja bubble wrapnya cuma selembar alias selapis doang.. ya walaupun tiap sisi siku²nya udh dikasih kardus nyatanya masih tetap rapuh) 😞💔; 0; acc; -
Walaupun udah baca deskripsi barang tapi tetep shock datengnya kecil bgt😂 but oke lah buat harga segini. Yang paling mengejutkan lagi ini kan barang fragile ya, terus si kurirnya itu main lempar" bae dari luar gerbang, padahal aku udah liat tu ada kurir aku mau otw keluar, eh malah dilemparin aja; 0; acc; -
Barang sudah sampai denganselamat bahan lumayan bagus, cuman aku kecewa dibagian tanga ada bolong, saya harap lebih diperhatikan lagi untuk kepuasan konaumen apalagi saya yntuk jual lagi jadi bukan untuk sekali belanja pastinya untuk seterusnya jadi langganan baru x ini saya dapat barang rijek.; 0; fashion; -
Maaf sudah langganan tp kali ini kecewa, pesan army diberi abu, pdhl punya orang, seller menghubungi, alasan tdk dbls, dikirim random, ya kan bs wa, krn kita bukan seller dishopee gak selalu buka akun shopee, hrsnya wa saja kl tdk ada. RUGI dikita belum lelahnya diuber pembeli yg sdh lama nunggu.; 0; fashion; -
Bahannya tipis beda sm yg army pertama beli lebih tebel, ukurannya jg sekarang knp gede bgt jd gampang belel deh. Bingung premiumnya darimana?! Pengiriman cepet; 0; fashion; -
Utk bahan standar lah yaa, tapi perlu pake dalaman baju lagi buat yg hijab, karna lumayan nerawang. Utk pengiriman cepat, hanya sehari dari bdg-jkt, tetapi utk pengemasan nya yg agak lama, 2 hari pengemasan. Tapi bagus kok, next bakal order lagi. Recommended 👌; 1; fashion; -
Tidak memuaskan masak ukuran xl sama  besarnya dengan ukuran m Pelayananya juga tidak memuaskan rugi besar beli d sini; 0; fashion; -
Mungkin yg packing buta warna.. Tak tau mana hitam..mana putih.. Biarin d blok jga.. Mana jaitannya ngegulung.; 0; fashion; -
Kecilll sangattt, xl dari mana inimaa m klii, kecil banget ditangan, bahannya juga tipiss dan panass, huftt :(( dicantumin yg jelas ukurannya ya biar kesalahan ga terulang; 0; fashion; -
Yaahh namanya juga murah tapi bahannya seenggaknya kaos yg gak begini banget lah ya, panasnya kebangetan ini mah. Keterangan bahan spandex tapi bahan apa ini 😂😂; 0; fashion; -
Bahan nya tipissss bgtttt nerawangggg, gak sesuai sama ekspetasi!!! Apaan ukuran xl ko kaya ukuran S gak meral?!!!!! Nyesel gw beli disini; 0; fashion; -
Jujur bahan tipis bgt, tapi ada harga ada rupa sih. Ternyata size L di saya ga cukup, biasanya saya pakai size L cukup :’) jadi ga kepake. But thank you; 0; fashion; -
Ini pertama kali nyesel beli barang di shopee. Meskipun iya ini baju murah bgt, tp bahannya jangan kaya buat spanduk gitu, gatel", keras, trs kaya bukan ukuran XL.; 0; fashion; -
Ternyata kaosnya panas, chat penjualnya bilang bahan spandek halus , nyatanya panas , tipis , kasar , yakin kalo dipake musim panas kaya gini bakal gak tahan, not recomend banget.; 0; fashion; -
Pesanan diterima dalam keadaan baik dan semuanya lengkap. Kualitas bahannya ini lembut cuman emang tipis sihh. Tapi dengan harga segitu udah wow banget bisa dapetin baju lengan panjang kayak gini. Buat pengirimannya lumayan lama yahh, aku pesen tgl 31 baru nyampe skrng.; 1; fashion; -
Nyesel aku cuma beli dikit. Tau tau pas dateng bagus2 harga mumer lagi. Tau g2 beli banyak . Nex time lgi deh tambah koleksi yang bagus2 y kak.; 1; fashion; -
Ekspektasi ku bakal panas dan nerawang Krn aku pilih warna putih. Ehhh ternyata lumayan adem, nyaman dan ga nerawang. Asliii padahal cuma 12k an . Terimakasih; 1; fashion; -
Mantap bajunya sesuai yang dipilih dan bahannya pun beda dengan toko yang saya beli ,klo yg ini bener bener jujur ,bahannya enak dan ukurannya pun benar benar jumbo. Terimakasih dan pertahankan.😊😊😊; 1; fashion; -
Alhamdulillah pesanan mendarat dengan selamat, bahan nya bagusssss bgtttttttt , adem, lembut juga,,,, cocok dipake sehari hari ,, emang rekomendasi banget beenrn,,, pelanggan juga sukakkk😊langganan dehhh; 1; fashion; -
Untuk harga segini dapat baju kaos gitu ya lumayanlah sesuai harga,lumayan buat sehari hari ganti,pengiriman standar,pokoknya sukses terus.kedepannya tetap tingkatkan khualitas wlpn agak mahal dari ini dikit gpp asal kualitas jauh lebih baik; 1; fashion; -
Untung adminya ramah dan baik jadi gak mungkin ku kasih bintang 1 ,kupikir ninja bakal lama bgt eh udah sampai alhamdulillah,cumanya itu tadi pengemasanya agak lama,entah mungkin karna covid19 jadi trouble semuanya, terimakasih ya,sukses untuk tokonya,btw bajunya bagus adem banget; 1; fashion; -
Bahannya adem cuma kurang panjang di aku tb 155 bb 58 kg. Sorry aku kurangi bintangnya soalnya tanktopnya gulung gitu jadi tambah pendek sayang bgt dg harga sgini ngegulung jauh dari ekspektasi sih; 0; fashion; -
Bahannya kurang halus, kurang adem dipake. Dan kurang panjang. Tinggi aku 163cm dan pas pake itu ngatung banget jd kurang nyaman.. ; 0; fashion; -
Baru inget kasih penilaian. Thanks Nathalie utk Tanktop nyaa. Untuk kualitas produk sih menurut ku Standar. Untuk harga normal sih menurut ku masih standar yaa. Untuk pengiriman termasuk cepat. Cuma 1,5 hari. Over all, thanks nathalie; 1; fashion; -
review jujur bahannya biasa aja, kalah sama tanktop mir*nda menurutku🤭 untung beli pas harga diskon jadi ya no hurt feeling... thanks seller....; 1; fashion; -
Kecepatan pengiriman toppp markotoppp.. kalo yg ini, bahannya adem, cuma tipis.. trus agak kasar.. ada harga ada kualitas memang.. beli 2 model sih.. ini 1, yg harga 55rb 1biji.. lbih bgus yg harga 55rb.. hahaahahah; 1; fashion; -
barang baguus.. , pengiriman cepat.., harga bersahabat, sayang ukurannya kecil, kayaknya buat anak..terima kasih banyak shoppe dan seller.. semoga semakin sukses, aamiin yra; 1; fashion; -
Standar banget emang, apa apanya standar, beli pas lgi ada flash sale harga asli 30an lebih dikira sma aja bagus dan ternyta bhannya tipis ; 1; fashion; -
Untuk harga segini sangat jelek si menurut ku di kira akan bagus kualitasnya karna sudah shopee mall ehhh pas d cek bahan mudah robek dan transparan d tambah jahitan jelek baru sekali pakai sudah robek😩 kapok deh ordeer disini kualitas kurang d perhatikan ; 0; fashion; -
Kecewa banget nih. Ini kedua kalinya saya beli barang yang ini tapi beda warna. Bahannya gak sama kayak yang saya beli pertama. Lingar pinggangnya juga lebih kecil; 0; fashion; -
Kurang begitu suka sama bahannya, bahannya kaku, ga suka sama bahannya aja. ; 0; fashion; -
Pesanan TIDAK SESUAI Saya pesen yg bawahnya lurus dan ada tali di pinggang pokoknya sesuai gambar tapi kenapa yg Dateng bentuknya beda, hadeeeh kenapa bisa salah sih ; 0; fashion; -
Baru Kali ini order di seller ini agak kecewa, maaf ya Saya kasih Bintang 3 🙏 karena jahitannya merudul, bisa sih Saya jahit kembali, semoga ke depannya bisa lebih baik kualitasnya ya, terima kasih; 0; fashion; -
Bahan kurang bagus, jahitan standar kompeksi. Kaya barang yg 25rb smp 35rb. Jauh kl dilihat dr hrga Awalnya 200rban. Males mo tuker or balik dana. Mudah2n kepake dan bermanfaat nnti nya. ; 0; fashion; -
Kecewa jahitan karetnya gak sinkron gt asal2an bgt , kayak bukan barang import😏; 0; fashion; -
Agak kecewa karena barang yang diterima tidak sesuai dengan yang dipajang, barang yang dipesan berupa black skinny jeans tetapi yg dikirimkan berupa black ripped jeans dengan merk yg berbeda (Pull&Bear)(palsu), Tidak ada label untuk retur barang di kemasan namun kualitas produk memang oke; 0; fashion; -
Ternyata tidak sebagus di gambar Bahannya kurang oke Ya memang si harga ga bisa bohong,  Kalo untuk kecepatan pengiriman & respon seller memang sangat baik  Kalo mau beli, kalian cek lagi bahannya ya Biar pas datang, gak ketinggian ekspektasi; 0; fashion; -
Beli 4 potong, 2 ukurannya beda dengan yang lainnya walau sama model dan ukurannya. Label ukuran celana yg lebih kecil dihilangkan, spy tidak bisa dicek oleh saya. Sepertinya edwin jeans indonesia memang hobi dikasih rating 1 bintang.; 0; fashion; -
celana 500rb kok jlk begini bhnnya. disconya palsu ati jgn ketipu. kapok g lagi2 beli di lapak ini. stelah sy bayar harga turun gw cb batalin tpi d tolak pdhl brg blm d kirim. brg d kirim tgl 2 ada ctatan d paket. d chat bilang 2 hari setelah bayar kau mau nipu2 kebongkar; 0; fashion; -
Maaf sy kasih bintang 1,sy bnr2 kecewa bgt blnj d toko ini.pesen jeans 2,yg 1 kotor,bahannya beda2,lebelnya juga beda2. Padahal bli di toko yg sama.merek g ngejamin kwalitas barang!nggak2 lg belanja disini,bikin orang kapok bae.laen x periksa dl sebelum d kirim; 0; fashion; -
Kondisinya agak beladus warna nya, terus ada bekas stiker lemnya susah ilang jd kurang elok dilihatnya. Pdhl saya sudah langganan beli tiga kali barang ini. Kedepannya diperhatikan ya barangnya; 0; fashion; -
Panjang sih sesuai sama di iklan, cuman warna nya pudar yg dikirim, Kecewa banget sih, kaya gg di sortir ulang gitu, gg di cek sebelum pengemasan; 0; fashion; -
Pusing euy beli celana Jeans Edwin !!! Dulu pesan 32, di deskripsi tulis ukuran pinggang 86, ternyata cm 82, akhirnya dikembalikan krn kekecilan. Skrg pesan 34, di deskripsi tulis 91, pas diukur 94, jd kegedean, huft....pusing kan; 0; fashion; -
Kecewa banget, ko beda sama yang grey yamg saya pesen sebelum nya, dari bahan logo hingga ukuran  Saya pesen ukuran 30 tpi ko lebih kecil dari ukuran 29 Poko nya kecewa ; 0; fashion; -
Sizenya sesuai deskripsi, pas. Jadi bener2 kudu liat deskripsi. Cuma dapet yg emblem edwin dibagian belkang jahitan bawahnya rusak, terpksa emblemnya dirobek; 0; fashion; -
Perdana sekali beli jeans merek edwin buat suami.  Biasanya suami beli merek lain karena kualitasnya terjamin.  Untuk produk ini, Kualitas dengan harga segitu udah pas.  Bahan biasa saja, yg ada lunturnya minta ampun. Saya gak tau apa kualitas ori nya sebatas itu.  Namun di iklan sangat luar biasa. ; 0; fashion; -
Sudah diterima sesuai pesanan sih..hanya saja warna nya tidak terlalu pekat sedikit kusam tidak hitam pekat...lumayan lah daripada lu manyun...terima kasih lain waktu order lagi; 1; fashion; -
Warnanya gak ad yang beres!!!! Ini gimna sih, yg di beli jg bukan flash sale, tp kok warna nya gak sesuai semua!!! Kapok bener belanja disini!! Dan warna yg gak dipilih sama sekali semua yg di masukan!! Gak beres jualan!! ; 0; fashion; -
Maaf saya ubah review-nya. Pembelian pertama kali 8.10 harga Rp20000 celana lumayan bagus, makanya begitu ada promo 10.10 beli 1 gratis 1 harga Rp20000, tertarik beli lagi. Jadi beli 2 dapat 4 celana, eh..ternyata ada 2 celana mudah robek sptnya bahannya berbeda. Sellernya nga ikhlas promo mungkin:(; 0; fashion; -
Baru dicuci sekali langsung luntur, padahal cuma pakai pewangi aja. Parah sumpah. Gak worth banget.; 0; fashion; -
Payah ini mah. Saya pesan light grey dikirim warna grey. Tp anehnya celana dipasang tanda pin kalo light grey. Tanda Gak sesuai dengan warna celana yang warna grey. Kayanya sengaja kirim tidak sesuai warna karna ukuran 38 dan mungkin LG gk ada yg Light grey. Tp trima aja lah.. daripada gak kepake.; 0; fashion; -
Ukuran L nya pas umtuk 3 th.tapi ukuran XL nya kecil banget sama ky yg 3 taun lebih besar sedikit banget..alhasil ga muat cust aku komplen.barang retur.akunya rugi.lain kali tlong d cek; 0; fashion; -
Ukuran di descriptionny sama tapi pas datang ukuranny berbeda. Bagian tanganny juga dikerjakan dengan asal dan tidak berbentuk. Not recommended untuk produk ini.; 0; fashion; -
Kecewa ukurannya tidak sesuai saya pilih nomor 8 untuk anak umur 6 tahun tapi kecil bngt muat untuk anak umur 3 tahun doang, tadinya mau langganan tapi di bikin kecewa; 0; fashion; -
Bajunya kotor.. Toko ga teliti sama sekali.. Mksdnya apaan krim barang kotor; 0; fashion; -
Kain tipis... Cetakan gmbrnya gak bgtu bgus.. Benang jahitan gak rapi.; 0; fashion; -
Luamayan kecewa , padahal uda dchat minta gmbr yg cwo tp 2 dkasih yg gmbr cwek its okela dimaafin gpp kasih buat ank temen aja , yg buat kesel bajunya sobek , tolong ditingkatkan sist makasih; 0; fashion; -
harga terjangkau,ini order yg ke 3x tp sayank udah udah dicuci bahan nya luntur banget warna nya langsung kusam,ga sama wktu pas datang; 0; fashion; -
Ukurannya tidak sesuai deskripsi ya kak..  Pesan yang XL.. Panjang celana tertulisnya 56 ternyata setelah diukur hanya 51 LD tertulisnya 36 diukur hanya 34.. Jadi ngepas banget di badan anak, agak kekecilan malah..  Buat kainnya udah bagus si .. cuma agak kecewa karena gak muat lama bajunya ..; 0; fashion; -
Ada yg robek 1 d bagian celana  pinggangnya; 0; fashion; -
Harga murah bahan.panas kresek kresek .bukan katun ini mah..no rekomend...mending beli mahal dikit tpi bahan adem dan kepake..ini mubadzir.tadimya mau buat kado tpi malu mau kasihinya jg.; 0; fashion; -
Pengiriman lama.. Saya beli piyama 3 setel,setelan piyama yg 2 bagus & rapi tapi setelan yg 1 celana piyamanya mengecewakan model celananya gk kayak piyama yg 2 setel itu jadi saya kecewa; 0; fashion; -
Baju tidur apa jas hujan, bahan nya kaku kaya jas hujan. Parah udh pd kekecilan semua beli 3 gak ada yg kepakai. Ukuran s buat yg kecil aja kekecilan, buat kk nya yg xl kekecilan jg maklum barang murah wkwkwkwk. Maaf ya sy apa ada nya aja, peace✌; 0; fashion; -
Kecewa sangat sama yg Minion g recommended, ukurannya g jelas, g sesuai sama prmintaan. Jahitannya g rapih benang g rapih.g enak bngt d liatnya. Tp klo yg Teddy ya lumayan lah dr pada yg minim. Tolong tingkatkan lagi kualitas barang, krna d mana2pun hrga sgtu; 0; fashion; -
sumpah kecewa banget, ini kenapa jaitan nnya kek gini,  malah ada yg kotor,  pengiriman lama,  packingan transparan, keliataan aja barang nya meski dipacking,  kecewa banget sumpah,  trkhir order d toko ini; 0; fashion; -
Alhamdulillah barang sudah sampai dengan cacat 🤣 tapi gpp lah , aku terima , semoga diakhirat ga ditagih ya ka ..; 0; fashion; -
Bajunya udah sampe, motif sesuai, cuma untuk ukuran xlnya gak terlalu besar tapi ngepas.. gapapa yg penting ponakan suka hehe. Thank you!; 1; fashion; -
Bagus..adem..bahan nya jga licin ngk kaku..wrna nya jga cerah..cuman jahitan di kaki nya ngk ada list..tapi baju nya cantik; 1; fashion; -
Piyama nya bagus halus dan lembut cocok bgt untuk bayi karna gak kaku kainnya dan harga nya ekonomis sekali . 😁😁 Topp bgt terimakasih yaa semoga tambah sukses .  🙏🙏👍👍👍👍; 1; fashion; -
