text; label; domain; star
Buy a lot for sale when the skirt arrives, the skirt is very lungy unlike other plisket, confused later if you want to use it you have to iron it first, the crease line will disappear, no longer shopping here; 0; fashion; 3
Material does not match the title; 0; fashion; 3
Sorry to give 3 stars because after opening it was disappointing. Stomach circumference, not really Deah, not neat, SO embarrassed when I'm dumb So afraid who want to bli a plisket skirt again. Just a suggestion, next time please check the goods before sending .... 🙏🙏🙏; 0; fashion; 3
Sorry, I give 3 stars, in my opinion the material is not good. For the stitches themselves, if you say they are neat, they are neat but how come they are still not curly. The lisket is not ripe and the ingredients are still stretchy. I think I want a little advice, it's okay, the price is plus 10 more as long as good material; 0; fashion; 3
Cingkrang gaisss for me 160cm high. And the material is pretty good at that price but it is not big and not long enough. Okeee delivery has; 0; fashion; 3
The packaging takes so long. Until a week, there is something wrong with the color of the items and some items (skirts) have brown stains. O Allah😭😭; 0; fashion; 3
The stitches are backward; 0; fashion; 3
The first time I bought was very disappointing. The waist stitches are good, but the biku is broken. It's not a plisket skirt anymore Please pay attention again and check it before packing it; 0; fashion; 3
Alhamdulillah, we arrived safely, even though the packing only used clear and torn plastic, but the skirt was safe, but the dark gray color turned out to be purplish blue, then the skirt was short; 0; fashion; 3
Sorry sis I gave a 3 star because the color between the front and the back is different, so it's slenco in front of the young army, the back is an old army so it can't be used outside the house if like this,; 0; fashion; 3
The material is a little rough. The skirt is a bit small. The length is not very good. The quality is improved again. Yes. The color is the same as drawn; 0; fashion; 3
It's really sad that the dark gray color is like a bluish ash for high school kids 😭😭 it doesn't match the outfit you want to wear; 0; fashion; 3
I give 3 stars because I already ordered 2x, the first is androk is one-sided, and now the black one is too short and the brown color is not like the general color, it's lighter, not realpict ; 0; fashion; 3
Sorry sis, how come two don't match the order in color, then why is 1 not plastic but in boxes, sis, I'm disappointed miss, even though I hope the brg is the same because I ordered again; 0; fashion; 3
The material is bad, the material is not very sticky. Strange; 0; fashion; 3
Hmmmm ☹️☹️☹️ order the color of the item that comes with a dark green color, even though the skirt you want to use really needs the item 😑😑 ... the material is a bit hard but not bad if the material matches the price, just disappointed the color doesn't match; 0; fashion; 3
Order 2 skirts that are green in color but the ones in mustrad color have a sign of fading plus they are dirty, a bit disappointed 😕; 0; fashion; 3
Skirt length is okay, rubber waist, skirt thickness according to price .. pretty okay .. thanks; 1; fashion; 3
The material is thin, so that when you leave the house it is cluttered; 0; fashion; 3
Standard products are in accordance with the price but 1 pcs are sent with reject fabric, please check again tomorrow if you send them again, ok sis, because I bought 4, 1 pcs navy rejct color on the back body; 0; fashion; 3
Not bad for the price too. But the seams of the hem made the skirt slightly curl one side; 0; fashion; 3
I like it, the material is not stretchy and it really fits me. Tenciuuuu ya min; 1; fashion; 5
The package arrived safely, and the skirt turned out to be really good, according to the price. The material is also not thin, it's just a bit rough, but it's really "really recommend for that price .; 1; fashion; 5
Thank you sis, the clothes are cheap, the fabric is not so thin it is ok and cool on the body; 1; fashion; 5
Good sis. Thick. Not transparent. Likeeeeee. Color as ordered. Top top top top top top top top top top top; 1; fashion; 5
The price is really cheap but the quality is not cheap. The stitches are pretty neat. For that price, it's really worth it. Load for weight 90 kg TB 160 is not short. Quite fast delivery (took a long time to pack) but everything was good; 1; fashion; 5
When I bought it, I got a price of 25 :)), a bit annoyed suddenly seeing 20k. Materials according to price. Can't have high expectations. For sales, yes; 1; fashion; 5
Like the skirt, even though the material is a bit rough, but it's already good for that price, thank you; 1; fashion; 5
Alhamdulillah, the item arrived That's good, that's the thickness of the ingredients, but it's still pretty dark. The plate is a bit big soooo good. For a price like this a coat, in my opinion. Thank you seller, thanks for the success of the shop and maintain the quality ^^; 1; fashion; 5
It's really cool, this is thick, it's good, the stitches are neat so far big love love 🥰 recommend 👍😍😍😍😍😍😍; 1; fashion; 5
The material is thick, although a bit stiff, and the seams underneath are a little rough, but it's really good at that price👍; 1; fashion; 5
The material is good and fits a bit thin compared to the old one but it's still thick, it's just that there is something dirty and smelly but it doesn't matter because it's still taken with the one who ordered it; 1; fashion; 5
All items are sent (complete) and according to order ,, already bought here twice, yesterday the skirt was thick, but how come it's thin now? translucent anyway ,, but thank God there are no defects & according to the picture, the color is also good. For delivery, including fast, the point is that the goods match the price; 1; fashion; 5
Alhamdulillah, the item arrived, I did not expect the plisket skirt to be that good ... I regret ordering one, the fabric is thick and not dark ... I like it ... thanks seller ...; 1; fashion; 5
Behhhh daebak, the price is really cheap but not cheap, cool, you must have guys, this is the material, the ingredients are thick, then the plisket lines trust me a lot, but the delivery to Palembang is rather mehong huhuhu but the delivery is a bit long, thank you, bro: ); 1; fashion; 5
Very good😍 already subscribed to this shop. Alhamdulillah, the goods did not disappoint, but sorry the seller has never been able to chat. Even if you ask about the stock, please be more friendly for the seller😡; 1; fashion; 5
For that price, it's already good ... thick cloth ... but the plisket is not enough, how about it for bright fabrics. But dark color fabric is good. The cut mayung. For the robe at that price, it's okay. ; 1; fashion; 5
according to the picture, fast delivery, friendly seller, really good material, not thin, affordable price! the next shop is shopping here again !; 1; fashion; 5
Alhamdulillah, the goods arrived on time, consumers can use them on time as well as materials according to the price of the motif according to the picture, thanks brother, going to repeat the order here again. Maintain the quality and service, sis, thanks before and after; 1; fashion; 5
Very satisfied sis, the skirt is really thick and the color is beautiful according to what I want, next I will order again at this shop, I will never disappoint if I want the plisket skirt collection from this store, just thksss kakakaaa; 1; fashion; 5
The ingredients are thick ... like it, the price is also friendly in the bag 😂 unfortunately the color I thought looked like in the picture turned out to be moca like Torabika Mocha 😅 gpp thank God I can buy again next time 🥰 very fast delivery recommendation guys 🤣; 1; fashion; 5
Fairly thick like for that price, it's worth it, goodd job continues; 1; fashion; 5
More than expectations😍 .. really super duper, really good material ,, only at a price of 25 thousand can you get a skirt with a material that thick ... really recommend 👍 packaging up to fast delivery too 👍; 1; fashion; 5
The items have arrived safely, it's really good. Satisfied, the price is also cheap and definitely really a subscription and recommendation. Like the point, not disappointed, thank you .; 1; fashion; 5
It's been the third time shopping here and it doesn't disappoint, thank you; 1; fashion; 5
It's cute ... but why are the fabrics different huh ... the mocca and the army are a bit thick ... but the dusty ones are thin ... but gpp ... okay for that price ... improve the quality again ... .🙏; 0; fashion; 5
It's cool ... it's just not long enough, what's the height of the q, hmm, but it's still good, really good pokanya 👌👍👍👍; 1; fashion; 5
Alhamdulillah, the goods have arrived, the ingredients are good, the price is cheap, but it seems to me. Satisfied shopping here Thank you sister ; 1; fashion; 5
the material is thick, but a bit stiff .. I also don't expect much for this very cheap price .. this is more than enough; 1; fashion; 5
the item arrived, it's good the ingredients are cool, not too thin ... I bet I haven't tried it ... the delivery was really fast, it was really disappointing to buy it here ... thanks reseller thanks shopee ... hopefully it's getting more prosperous; 1; fashion; 5
Don't regret ordering a lot of quality either Ok, just input the packaging is too ordinary so scratch the plastic a little torn, but the others really like it😊😊😊😊; 1; fashion; 5
The material of the skirt is according to the price, but the seams are neat, the rample is beautiful and the width of the skirt is appropriate ... thank you .. Always success; 1; fashion; 5
The skirt is good, the length is symmetrical, I bought 2, army and dusty pink, the d.pink one is bigger than the army one, the color is good and the folds are okay, the fabric is also thick but the pink one says it is dark because the fibers are big, so you have to wear long underwear; 1; fashion; 5
Always satisfied and always satisfied, my customers are also satisfied, thank you, hopefully always maintain and improve quality; 1; fashion; 5
Good sis ... already the second time the order here is always satisfying ... thanks sis ... keep it up ... so that it becomes a subscription; 1; fashion; 5
Alhamdulillah. The skirt is nice. According to the description. As ordered. Quality according to price. Want a better material, look for the 50k range hehe. But this is pretty good too. Sorry, I didn't bring you the real picture of the skirt. Sdh wrapped hehe. But these have already been recommended; 1; fashion; 5
in the description of the material is hygety, but the original is when it comes thick, why is it not dark when it is used ...; 1; fashion; 5
The material is thick, expands really when you use it, for those whose bodies are filled it looks fatter. But the skirt is nice, it just doesn't make you slim; 1; fashion; 5
The product is really recommended. Suitable for those who are thin, not too over size, the bending is also very neat. That's good, let's buy it, guys. ; 1; fashion; 5
The material is good, the material is not as transparent as the one I bought .. The maron color is not purple but I don't think I like it .. In my opinion, the waist band is a bit narrow..so it is a bit awkward if used for a long time; 1; fashion; 5
good, thick, good material, the pokemon is very satisfied, so I want it again; 1; fashion; 5
Smooth, thick soft comfortable cool, the color fits really well; 1; fashion; 5
The skirt is as expected and pretty good for that price, cool cool; 1; fashion; 5
The delivery was very fast, yesterday afternoon the morning transfer arrived, the plisket which was mocca was smaller "compared to the old gray plisket ,, the material was good, the stitches were neat, ok really, just I prefer the old gray plisket, I will subscribe here; 1 ; fashion; 5
The skirt is good with an umbrella style, just a bit too long for me but the material is good, the pajamas are also really good material, for the veil the material is rather thin, the black one is rather small; 1; fashion; 5
The ingredients are really thick and not hot 😍😍😍😍😍 cheap prices but not cheap 🤩😎; 1; fashion; 5
It's good that the ingredients are thick and not hot. Great ... quality over price; 1; fashion; 5
The price is really friendly 😭The skirt is really good systems can fit up to the size of the mother who is over BB, because it's really wide, and the problem of the waist is calm, the skirt is like that, so those with small bodies can also wear like me, thank you; 1; fashion; 5
It was good but it turned out to be not symmetrical, the sides ... so it was tilted. But overall okay 👌; 1; fashion; 5
I've been shopping here many times and I am very satisfied, the ingredients are thick, soft and not dreamy ... the best anyway; 1; fashion; 5
Yeee the package came safely. Far from Jepara haha. The items are ok, the ingredients are also ok, quite thick. Standard delivery. Thank seller. Next i'll shop again maybe. ; 1; fashion; 5
This is not good but it feels good to throw away 😭 😭 I think the fabric is thin because the price is cheap but the fabric is so good again 🙂 🙂 🙂 really beautiful thanks seller ❤ ❤; 1; fashion; 5
The quality of the product is soooooo good, the material is very thick, but the stitching of the skirt at the edges is not neat. Prices are very affordable and the quality of goods is very good. Thank you for serving customers so well .; 1; fashion; 5
Good stuff. neat stitching, send it fast too. If the ingredients match the price. But at that price, it's really good👍; 1; fashion; 5
It's okay for the friendly price of thick material, the skirt is wide; 1; fashion; 5
Alhamdulillah, the goods have been received well, the materials are good and in accordance with the price, the stitches are quite neat, and thank you, the courier brother who is willing to wait and is kind, thank you shopee, not disappointed shopping in this shop; 1; fashion; 5
Smooth material; 1; fashion; 5
The skirt is really nice, I like the black one. The mokane is also good but the size is different from the black one, hehe Always success, bro; 1; fashion; 5
Good material, beautiful color and fast delivery; 1; fashion; 5
For whatever's sake, it's really pretty, I'm not disappointed that I have overlooked my expectations 😭😭❣️; 1; fashion; 5
Very cute, the color of the original broken white likes it ☺ ☺ ☺ The material is soft, the links are also very neat, the delivery is also super fast, yesterday I ordered today, I just came !!!!!!!!!! I will repurchase again, of course I won't regret buying at this store, thank you !!!!!!!!!!!!!! ; 1; fashion; 5
The material is good, comfortable if used cool too, just the best ..; 1; fashion; 5
The cardigan is cute, the cuffs are good too I really like the pokos, thanks really; 1; fashion; 5
I like that at this shop, my friends don't send the link in vain. the ingredients are so smooth it doesn't really smell bad; 1; fashion; 5
Have ordered so many times here 🙌🏻 the price is affordable and the cardigan material is thick 🥺 the delivery is also fast 🙌🏻🥰; 1; fashion; 5
good my mom likes to say the ingredients are nice to use and the colors are good too; 1; fashion; 5
I swear this is really good at that price for the sake of what the knitting is not thin and always oversized and when I use it it doesn't get too good. I'm sorry I bought 2 so I bought another one 🥰 🤗; 1; fashion; 5
Thank you so much sis, everything is beautiful. Hopefully the more successful, the more successful the business. Barakallah sis .; 1; fashion; 5
So beautiful 🥰 😘; 1; fashion; 5
Real! this is really cute. I like the colors pretty, I'm happy to buy some more; 1; fashion; 5
The color is beautiful, the material doesn't make it hot because it's a bit thin. ; 1; fashion; 5
I like the cardigan, the material is quite thick, the color is also pretty, beautiful, it doesn't cost money, of course; 1; fashion; 5
The material is not too thin, the color is really pretty too 😍😍😍😍; 1; fashion; 5
The material is good, really soft but not oversized, only the hands are large but worth it for this price; 1; fashion; 5
the material is smooth and soft; 1; fashion; 5
I really like the original knitting material ....................; 1; fashion; 5
the fabric is cool, quite thick and impenetrable at a fairly friendly price. The size is also just right, not too big or too small. For neat packing, but long enough. Overall okeeeeeeeeeeeeeeeee; 1; fashion; 5
Color according to picture, soft material, good quality, original product, affordable price; 1; fashion; 5
The material is good, it doesn't penetrate, it's not too hot when used, the length of the hands is fit, but it's so wide, it's not too oversized, My weight is 50, the overall is pretty good, thanks seller; 1; fashion; 5
Nice thick material, cool. I hope my customers like it. Thank you the courier is friendly too .; 1; fashion; 5
The knitting is very soft, and it's neat. Thank you very much; 1; fashion; 5
It's good that the material is quite thick and the hands are fit with the length; 1; fashion; 5
Good ingredients, worth it at that price, thanks seller; 1; fashion; 5
Good stuff, good quality, good ingredients, cool too; 1; fashion; 5
Loocy cardy likes the material, which is definitely thick, it's not transulent. and comfortable to wearing it; 1; fashion; 5
The material is good, not too thin, only for height 158 and above the arms are a little short, but gpp because this material is stretchy. Overall all good recommend the main! 😍 thanks seller ..; 1; fashion; 5
good. My mom likes to say that the material are delicious and the color is good too but she hopes that long turns out to be short, that's okay; 1; fashion; 5
I really like it ... the ingredients are cool ... soft ... the packing is also neat ... the delivery is fast ... God willing, I will order again here ... thank you 🙏; 1; fashion; 5
really good sis thanks a lot yauuuu this price but the ingredients are thick huhu uhu 😍; 1; fashion; 5
The color is according to the picture, the knitting material is good, not too stretchy to wear, for a weight of 49kg, height 160, it fits nicely; 1; fashion; 5
The cardigan is really good..because I like knitwear so I really like it ... the courier is polite too🥰; 1; fashion; 5
The cardigan is really good. At this price, you can get a very up-to-date cardigan, the ingredients are also really worth it; 1; fashion; 5
The material is good, comfortable if used cool too, just the best ..; 1; fashion; 5
really good, according to expectations, the material is thick, the price doesn't drain the bag😂 the main recommendation is great for those of you who want to have a cardigan👍👍 top markotop 💯💯 thanks a lot of couriers and owners👍👍 I'll buy it again if there is luck 😊 😊; 1; fashion; 5
It is good that there are no defects at all. Color match and fast delivery; 1; fashion; 5
Very cute, the color of the original broken white, I like it ☺☺☺ The material is soft, the links are also very neat, the delivery is also super fast, yesterday I ordered today, I just came! I will repurchase again, of course I won't regret buying at this shop, thank you! ; 1; fashion; 5
The cardigan is good, the material is soft .. 😍; 1; fashion; 5
The item arrives quickly, the material is also thick smooth, really recommended, cheap but the quality is really good 😍😍; 1; fashion; 5
good material, cool, stitches are also neat, just top 👍👍👍👍👍; 1; fashion; 5
the knitting + the stitches are so neat ... the material is really smooth; 1; fashion; 5
Highly recommended!! Items as described!! Fast shipping!!; 1; tech; 5
Awesome product Came very quickly and easy to set up Works flawlessly; 1; tech; 5
Wow...delivered as promised and delivery was done within 3 days and very impressed with efficiency and it is brand new Chromecast manufactured in Jun 2020.; 1; tech; 5
Received in good condition tested and it works well Tq seller.; 1; tech; 5
Extremely fast delivery Tested straight away and working as expected Thanks; 1; tech; 5
Received in good condition Very satisfied with the purchase Good quality.; 1; tech; 5
Item came as advertised Hope it works well Thanks seller; 1; tech; 5
Fast delivery and it work well Thanks; 1; tech; 5
Good quality set original google chromecast I tested immediately upon receiving It works well on my Xiao mi smart tv I cast dramas from phone to tv easily. Thanks seller!; 1; tech; 5
Received it earlier than expected Local original set Very satisfied with this purchase 👍🏼; 1; tech; 5
Fast delivery arrived within 5 days of ordering Came in good condition Hope it works fine.; 1; tech; 5
I love it It can be used also on my china tv Omg I don't need to buy a smart tv for watching netflix anymore.; 1; tech; 5
Fast delivery easy set up Tried with YouTube Netflix Spotify Works well; 1; tech; 5
The chrome cast works very well and is worth the money Delivery was fast too recommended; 1; tech; 5
Arrive rather quickly Product well wrapped in good condition Works well with youtube and netflix Highly recommended; 1; tech; 5
Perfect working normally and using Singapore pin Fast delivery too only 2 days Highly recommend this seller; 1; tech; 5
Mirror perfectly My parents love it Though it is designed by Google most importantly it works and Google is more friendly than Apple products.; 1; tech; 5
arrived three days after ordering packaging was good and was placed inside a box second time ordering from this seller thank you very much; 1; tech; 5
Thanks seller Received it super fast Second purchase from seller Definitely recommended guys Thanks once again seller Will definitely buy from you again if i need Thanks; 1; tech; 5
Receive it within a few days from when i ordered The box is abit dented but everything inside is fine amd working; 1; tech; 5
Yet to try but delivery was quick Received in 2 days Thanks seller.; 1; tech; 5
Received item as advertised and ordered Original Google product Fast delivery No problem connecting to my existing Google Home network Good price compared to other online shopping platforms Highly recommended.; 1; tech; 5
recieved the parcel quite fast tested it it was working well Satisfied purchase 👍; 1; tech; 5
Prompt delivery well packaged and a competitive price (10 cashback) Kudos to seller who provides a 3 pin plug with safety mark Tested and works well; 1; tech; 5
Super fast order process and delivery Ordered on Saturday got my product on Tuesday Item works well Nothing more to say; 1; tech; 5
Received quickly and in good condition Thanks seller Recommended; 1; tech; 5
Comes with instructions on easy installation Works well as it should.; 1; tech; 5
Works well and I can cast from YouTube Netflix while using my phone to type this review love it!; 1; tech; 5
Received the item in just 2 days Have tested and works excellently Very much satisfied; 1; tech; 5
Fast delivery The image looks pixelated when casting from PC to my Philips Smart TV Only YouTube Facebook video and other supported app show the high quality of the image And can't casting iPhone screen to PC need to purchase an additional casting app from Apple AppStore.; 1; tech; 4
the stocks looks a little dated but it is functioning well so no complains here :; 1; tech; 5
Second purchase from seller Definitely won't regret Fast delivery; 1; tech; 5
Received within 1 day Original packaging. Works well; 1; tech; 5
Sealed box Genuine item Delivered within a couple days Working perfectly!; 1; tech; 5
Setting up is quick and easy and the view is Super HD !! solid buy; 1; tech; 5
Well received and delivered promptly and timely Thanks a lot !; 1; tech; 5
Ordered the chromecast on Sunday and received it Tuesday afternoon Really fast delivery and the chromecast looks good haven't tested it though; 1; tech; 5
Items were shipped out very fast and recieved very fast in good condition; 1; tech; 5
Shipped out fast Tested and Works well Price is the lowest online; 1; tech; 5
Arrived fast within four days The seeker also respond quickly to my enquires Easy to use ...; 1; tech; 5
Quite easy to set up and works well turning non smart tv to be able to watch YouTube n Netflix; 1; tech; 5
Received items in 2 days upon purchase Very fast delivery Well packed and item is authentic! Will definitely recommend.; 1; tech; 5
Received item quite promptly Haven't opened yet coz it's a gift But looks legit.; 1; tech; 5
Second purchase Item came pretty fast! One edge slightly dented but was really slight.; 1; tech; 5
It's quite easy to setup The only problem I have is my monitor does not has any speaker Need hdmi audio splitter or hdmi to vga with audio out adapter to make it work. Hope it lasts..; 1; tech; 4
Legit item and received it quite fast too The entire set up took less than 5 mins Ezpz and finally can utilise my TV now YASSS; 1; tech; 5
Super happy purchase. Genuine product Fast delivery Prompt response from seller Product working good Reliable seller. Very highly recommended product and seller Thumbs up.; 1; tech; 5
Quick delivery Works with ios and android Easy to stream media content from phone to tv.; 1; tech; 5
Delivery is very fast It's so in time for my long leave!! Thank you seller for the fast shipping Thumbs up; 1; tech; 5
Box edge slightly dented see picture But no biggie for me Received pretty quickly Had some trouble connecting in the beginning but no issues thereafter Beautiful product why didn't i know about it befor?; 1; tech; 5
i cannot be more happier with this purchase made my dumb tv smart it's cheaper than market price it took less than 3 days to come as well tysm; 1; tech; 5
Worthy for the money Works without any issue.; 1; tech; 5
Placed order yesterday n got it today Excellent service very happy to watch YouTube on my TV now Highly recommend; 1; tech; 5
Official Chromecast Generation 3 from Google It works like a charm Great for streaming videos from your laptop or smartphone using netflix youtube facebook etc.; 1; tech; 5
Arrived in good condition As described in the listing it comes with a Singapore power adaptor Cheapest option around; 1; tech; 5
Bought as gift delivered to friend Fast delivery and item received in good condition; 1; tech; 5
item recieved in great packaging product works well really recommend as price is great and item is really useful; 1; tech; 5
Works awesome and got it at a great price :)); 1; tech; 5
Item arrived faster than expected and the price paid is value for money.; 1; tech; 5
Very prompt delivery Received within 2 days of ordering Tried and so far works well; 1; tech; 5
Brilliant Extremely fast shipping and works a treat Worth the cost and absolutely perfect for watching/casting Netflix on the big tv in my bedroom thanks seller 👍; 1; tech; 5
Yet to open but looks authentic and value for money Hope it works well.; 1; tech; 5
2nd purchase from the seller within the same week.. cheaper price compare to other seller they provide free delivery and receive within 2 days; 1; tech; 5
Already set up and it seem to be working well.... Received in good condition....👍👍; 1; tech; 5
Good Easy to install following the instruction on screen.; 1; tech; 5
Item arrived within 2 days Works well Easy to set up; 1; tech; 5
delivered on second day after order amazing speed and good value cheaper than google office store good seller.; 1; tech; 5
7 days delivery Geniune it is working fine as per describe by seller Can cast for Mewatch Mio Tv too 👍; 1; tech; 5
Super fast delivery Product came 2 days after I ordered and is working great Will definitely recommend to all my friends Thank you; 1; tech; 5
Just receive the Chromecast device in good condition It work perfectly on my LCD TV Excellent product and is simple to set up; 1; tech; 5
Good buy Smooth transaction and delivery Product working as it should be.; 1; tech; 5
Love this device Fast delivery Would be good if I can mirror the whole of iPhone's Apps on to the TV as well...; 1; tech; 5
Delivery was fast.Very happy with his service.Thumb up seller!; 1; tech; 5
Tested and all works perfectly. :) Thanks for the speedy delivery 2 days..; 1; tech; 5
Item received perfectly good with fast delivery recommended 👍; 1; tech; 5
Fast delivery Received item in perfect condition No dents or damages found on the box The Chromecast product works perfectly too Definitely a 5 stars rating.; 1; tech; 5
havent checked the item yet as currently im staying in a different place but delivery is very fast one of the cheapest seller of the product with nice reviews hopefully all is ok. thank you very much; 1; tech; 5
Very prompt delivery and works well It is also the original product; 1; tech; 5
Google chromecast local set great to use easy to use gpod buy; 1; tech; 5
Item is quite well delivered with no bubble wrapping via Ninjavan Just very slight denting on the corners no issue Tried to set up the device successfully within 5 to 10 mins time depending on your internet speed Really able to connect my Netflix Youtube smoothly on my iPhone Great!; 1; tech; 5
Delivery was fast A little dent on the box as the item was not bubble protected but no issues as I bought it for my personal use The item works well thus far.; 1; tech; 5
Superb seller and item reached quite fast too Item as described Thanks again; 1; tech; 5
Delivery took a while But product is working very well The cheapest i found online.; 1; tech; 5
Received within a few days from purchase Tried it and it works really well Overall very satisfied with the purchase and delivery.; 1; tech; 5
Fast delivery in 3 days from date of order. Works well and easy to set up with installation of Google Home app.; 1; tech; 5
Mint packing condition. Easy to install and setup. Working great Love it; 1; tech; 5
Item well received Fast shipping Local set Just tried and works well with our TV Happy with purchase.; 1; tech; 5
Item arrived in about a week Box has a dent at the bottom but item is ok inside.; 1; tech; 5
Revived within 4 days Easy to set up; 1; tech; 5
Received the item quite fast Item came in good condition and it is super duper easy to install! Thank you seller!!!; 1; tech; 5
This is the real Mccoy ..its not a Miracast dongle but the genuine Google casting dongle.So to cast apps that have casting built in Youtube Chrome etc is a no brainer However I have had occasional problems with the cast screen on TV hanging or the voice lagging after the video appears; 1; tech; 4
Item received with good packing tested work well good video streaming will recommend my friends on this seller platform thanks you.; 1; tech; 5
Extremely worth it Singapore local set with 3 pin plug Cheaper than sale price on Google site Fast picked up by NinjaVan However NinjaVan delivery was slightly slower than the usual next day delivery after pick up Still understandable due to COVID-19 measures imposed by the government; 1; tech; 5
Works well with my tv Item was delivered in excellent condition and at commendable timeframe Thanks!; 1; tech; 5
Confirmed to be SG edition with local 3 pin plug After first time/update device not detected had to reset and setup again before it works fine This is the same problem i had with my previous chromecast.; 1; tech; 5
Package delivered is wet setup done and tested all working fine.; 1; tech; 5
Appreciate the 3 pin plug provided for this version of Googlechrome.; 1; tech; 5
Item received fast easy to set up Definitely value for money.; 1; tech; 5
Received in few days time and in good condition Easy to set up and no problem with the chromecast; 1; tech; 5
Order well received Seller was very prompt in his replies and kept me posted about stock updates Delivery was also considerably quick in spite of the 7 days pre-order notice Would definitely recommend dealing with this seller!; 1; tech; 5
Recommended responsive seller Will try it out later hopefully it works well; 1; tech; 5
Received item 3days later USB power socket is as described 3pin plug with Singapore safety mark.; 1; tech; 5
a speedy delivery!! the setup was so easy and smooth would definitely purchase again; 1; tech; 5
Seller is very responsive and helpful Product worked well would recommend to others.; 1; tech; 5
Received. Works as intended. Very satisfied with the product.; 1; tech; 5
Item works well and seller very responsive. Delivery by ninja van took abit longer than usual (abt 1.5 wk due to COVID-19 delay; 1; tech; 5
Purchased this Chromecast 3 from this seller at a good online price Cheaper than in store Works well with my tv and Google assistant Love it and I can auto my tv Xiaomi devices using Google assistant now Cool; 1; tech; 5
Delivery was fast and item works well Will recommend this seller to other people.; 1; tech; 5
Great buy Item working well and delivery was fast.; 1; tech; 5
Order received on Sunday 10 May Tested working perfectly with my old LG LED TV Great buy.; 1; tech; 5
Order on 31-12-2019. Delivered on 02-01-2020. Genuine product Need to install google home which don't offer much just to cast from your mobile to TV Still need to find chromecast-enabled apps and website; 1; tech; 5
Fast and good buy 2nd purchase Got the 1st one as a gift and now buying another for myself Nice and good Thank you; 1; tech; 5
Excellent product (SG version but rather slow delivery; 1; tech; 5
Ordered Monday deliver Wednesday ...😯 Seller is compromise about delivery ...👍 tested and working well .. 👍👍; 1; tech; 5
Delivery quicker than expected and item well packaged plus in perfect working condition Verified local set with a 3 pin plug Very happy with it!; 1; tech; 5
Good Works well Authentic and delivered in safe.packaging; 1; tech; 5
Received and works like a wonder almost no lag at all even on 2.4ghz router connection Will definitely recommend.; 1; tech; 5
Fast delivery chrome works fine and its local set 3 pins set But the chrome seems a little hot though only used for less than 30 mins Not sure if this is normal Otherwise all is fine; 1; tech; 5
Received this real fast Sealed authentic set Bought as a gift so didn't open it up But everything should be good; 1; tech; 5
Genuine product at reasonable pricing Highly recommended; 1; tech; 5
well packed with bubble wrap. tried 1 and is working fine the rest will be gifts so hopefully all OK.; 1; tech; 5
Very good experience buying from this seller product send out fast everything as described.; 1; tech; 5
Fast delivery by ninjavan Tested it on TV works fine Able to stream Netflix to TV; 1; tech; 5
Hardware Package is professional Item not use yet Hardware quality look great. Good buy.; 1; tech; 5
Arrived on time in excellent condition. It works; 1; tech; 5
Used already and have been working very well 100 authentic.; 1; tech; 5
Received in good condition and works Also came with a 32gb card which seems to be a free gift Thank you!!; 1; tech; 5
Received very fast Have yet to try it hope it works well :); 1; tech; 5
Received the order in time and the chrome cast functions well =; 1; tech; 5
Super fast shipping got it next day from ordering Legit product Thanks; 1; tech; 5
Took awhile to arrive and wrapped will setup later; 1; tech; 5
Absolutely worth the price works perfectly with my google home; 1; tech; 5
Finally received today a little later than expected but seller was kind enough to keep me updated on the delivery date.; 1; tech; 5
Local set arrived within a week after ordering and in original packing 👍; 1; tech; 5
Item same as what was advertise by seller. fast delivery too Order rcv within 3days Tried and tested and it worked well as to expectations. Thumbs up to seller!; 1; tech; 5
Item received in good condition Works well recommended.; 1; tech; 5
Delivery was real quick Nicely packaged and item is working well.; 1; tech; 5
Brand new sealed set Authentic Tested and works well Shipping is very fast 1 day delivery by ninjavan.; 1; tech; 5
Happy with the purchase Tested and working great.; 1; tech; 5
Chromecast makes a great gift No need for smart TV if you add this to normal Tv and control with handphone; 1; tech; 5
Came on time packaging is in perfect condition Actually good for those with Google Home or android devices; 1; tech; 5
replace my first version of chrome cast. highly recommended; 1; tech; 5
Recommended Easy to set up Works fine Can cast from Viu app too!; 1; tech; 5
Well received Delivery was fast and prompt Comes with a 3pin plug which makes it easy for usage; 1; tech; 5
Order received in perfect condition Yet to try but was gonna give this as a Christmas gift; 1; tech; 5
Item received fast Still exploring how to use it Working well.; 1; tech; 5
Received fast good condition Yet to try Item comes with free three months for catchplay.; 1; tech; 5
Local 3 pin set Delivery is very fast Easy setup and no issues with product Thanks seller; 1; tech; 5
Works fine and it's really google Chromecast No issue so far; 1; tech; 5
Fast delivery time Item nicely packaged Having some issue with connectivity So far seller fast to reply Hopefuly it gets resolved; 1; tech; 5
The shipping took a while but very happy with the order Good price during 11.11.; 1; tech; 5
Delivered with good packaging and working as advertised.; 1; tech; 5
tested working fine so far so good not bad not bad 2nd chromecast liao loh!; 1; tech; 5
Delivery was really fast Item was meant as a gift so did not open up packaging.; 1; tech; 5
Item works well Fast delivery received within 3 days from date of order 3 pin as described Alternatively could use USB to charge device as well.; 1; tech; 5
Works perfectly on our Tv Very small and easy to bring anywhere :); 1; tech; 5
Simple to use even for iPhone user. all you need to do is to download Google Home and set it up from there 👍🏻; 1; tech; 5
Received in good condition The device is working wella; 1; tech; 5
